,server_name,server_id,members_count,channels_count,last_message
0,Honkai: Star Rail Unofficial,916725085019181056,32929,59,"{'user': '🔥 DOT Gepard main 🔥', 'text': 'Not my manager threatening me she would reduce my hours', 'media': 'https://cdn.discordapp.com/avatars/513503940839604249/1a273f8edf350507d770806743637a98.webp?size=96', 'time': 'Today at 2:35 AM'}"
